person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,interest_burden,Cluster,Default_Probability,Risk_Level,Home Ownership,Loan Purpose,Loan Grade,Default History,Actual Default Status,Cluster_Name,Income Group,Age Group
24,25632,4.0,1500,9.91,0.06,3,0.0585205992509363,14865.0,1,0.38322163,Medium Risk,MORTGAGE,EDUCATION,B,N,No Default,Medium Risk,Middle Income,20-25
29,62050,13.0,3600,17.99,0.05,9,0.0580177276390008,64763.99999999999,1,0.9147127,High Risk,MORTGAGE,MEDICAL,E,N,Default,Medium Risk,Low Income,20-25
38,67710,5.156335996140203,17289,13.767597300892579,0.255781679980701,8,0.25558558077395177,237181.44804163076,0,0.88429946,High Risk,RENT,HOMEIMPROVEMENT,C,Y,Default,Low Risk,Low Income,25-30
27,90000,4.0,19200,6.99,0.21,8,0.2133333333333333,134208.0,0,0.030200968,Low Risk,RENT,HOMEIMPROVEMENT,A,N,No Default,Low Risk,High Income,20-25
27,39924,2.0530638037449376,13644,11.40698041719838,0.3394693619625506,3,0.3418045914899489,155383.97557360434,0,0.9652646,High Risk,OWN,HOMEIMPROVEMENT,B,N,Default,Low Risk,Upper Middle Income,20-25
30,45063,7.0,7500,15.05,0.17,6,0.166433659543306,112875.0,1,0.59094137,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
24,41000,9.0,10000,15.33,0.24,4,0.2439024390243902,153300.0,1,0.4226183,Medium Risk,OWN,HOMEIMPROVEMENT,D,N,No Default,Medium Risk,Upper Middle Income,20-25
24,29571,4.0,9821,7.38430202524934,0.33428645569315185,4,0.33218443001385684,72517.5914711426,1,0.9974152,High Risk,RENT,PERSONAL,A,N,Default,Medium Risk,Middle Income,20-25
25,44500,0.0,3900,10.99,0.09,2,0.0876404494382022,42861.0,1,0.026305307,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,39000,1.0,12000,11.11,0.31,3,0.3076923076923077,133320.0,0,0.9958896,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Upper Middle Income,20-25
31,63000,3.0,7000,13.92,0.11,7,0.1111111111111111,97440.0,1,0.046463575,Low Risk,MORTGAGE,VENTURE,C,N,No Default,Medium Risk,Low Income,25-30
25,132976,7.961228609134182,3015,17.84641793782344,0.020155085563463272,2,0.022679723915420464,53709.69284771645,1,0.99425113,High Risk,MORTGAGE,DEBTCONSOLIDATION,E,N,Default,Medium Risk,High Income,20-25
25,50000,6.0,8400,13.22,0.17,3,0.168,111048.0,1,0.11823104,Low Risk,RENT,MEDICAL,C,N,No Default,Medium Risk,Upper Middle Income,20-25
26,14000,8.0,3450,12.69,0.25,3,0.2464285714285714,43780.5,1,0.997866,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
32,51201,5.811368256800475,20000,10.99,0.39062877247733174,10,0.39085764239512777,219800.0,0,0.9999126,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
21,42117,4.706385328128343,12955,15.349931595374546,0.30823831196877005,2,0.30769666194452155,198844.8759493849,0,0.99920326,High Risk,RENT,EDUCATION,D,N,Default,Low Risk,Upper Middle Income,20-25
30,25000,0.0,3000,10.99,0.12,7,0.12,32970.0,1,0.1951706,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Middle Income,20-25
27,49833,5.49616448576283,8400,10.99,0.17,6,0.16856538221289227,92316.0,1,0.9990121,High Risk,OTHER,MEDICAL,D,N,Default,Medium Risk,Upper Middle Income,20-25
25,81600,2.0,5600,5.99,0.07,4,0.0686274509803921,33544.0,2,0.0065310705,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,High Income,20-25
41,52106,4.0,5000,12.84,0.1,17,0.0959582389743983,64200.0,1,0.4647382,Medium Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Upper Middle Income,30-35
22,51000,4.0,9000,15.33,0.18,4,0.1764705882352941,137970.0,1,0.23875877,Medium Risk,RENT,EDUCATION,D,N,No Default,Medium Risk,Upper Middle Income,20-25
32,27998,1.8497608512697674,3124,15.50386601699313,0.11283253617089922,9,0.11159646115673512,48428.338317542984,1,0.98582506,High Risk,MORTGAGE,PERSONAL,D,N,Default,Medium Risk,Middle Income,20-25
27,65670,9.615249205217097,5615,14.590387273079102,0.08230498410434195,3,0.08546253884781438,81251.64814377415,1,0.9693536,High Risk,OTHER,PERSONAL,C,Y,Default,Medium Risk,Low Income,20-25
44,30160,4.0,7500,10.99,0.25,16,0.2486737400530504,82425.0,1,0.06733559,Low Risk,MORTGAGE,PERSONAL,C,N,No Default,Medium Risk,Middle Income,30-35
29,40500,0.0,6000,8.38,0.15,8,0.1481481481481481,50280.00000000001,2,0.040077653,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
26,32617,3.2353673420185154,8397,15.975168110830323,0.26073474493486115,4,0.2578774565696787,134008.98194105775,1,0.9953875,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Middle Income,20-25
38,30000,6.0,8000,10.99,0.27,12,0.2666666666666666,87920.0,1,0.14352028,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Middle Income,25-30
31,20500,4.0,1000,6.76,0.05,5,0.048780487804878,6760.0,2,0.15897079,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,Middle Income,25-30
21,45000,4.0,5000,7.14,0.11,4,0.1111111111111111,35700.0,2,0.01718179,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
23,29000,0.0,10000,17.93,0.34,3,0.3448275862068966,179300.0,0,0.9994222,High Risk,RENT,EDUCATION,E,Y,Default,Low Risk,Middle Income,20-25
41,41435,4.0,10000,16.45,0.24,17,0.2413418607457463,164500.0,1,0.6310511,High Risk,RENT,MEDICAL,E,N,Default,Medium Risk,Upper Middle Income,30-35
30,138000,2.292334707002362,21982,17.876340881066202,0.15654952773429245,7,0.1592929649285787,391122.02506469213,0,0.9982718,High Risk,RENT,EDUCATION,D,N,Default,Low Risk,High Income,20-25
46,80000,8.0,5000,11.86,0.06,15,0.0625,59300.0,1,0.0044969195,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,High Income,30-35
24,45000,5.0,1000,7.4,0.02,3,0.0222222222222222,7400.0,2,0.037631985,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
26,69000,10.0,6000,7.14,0.09,3,0.0869565217391304,42840.0,2,0.12020623,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Low Income,20-25
28,45486,3.7292087004532566,19805,11.964519913731634,0.4327079129954674,6,0.43571002975028406,236900.53829368053,0,0.99969375,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
27,54000,5.0,3200,12.69,0.06,10,0.0592592592592592,40608.0,1,0.09602131,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
21,28000,2.982139943984676,7975,11.026970315951722,0.2891069971992338,2,0.2848372293921046,87895.04057171858,0,0.92491674,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Middle Income,20-25
29,17000,2.0,4000,14.517217076399113,0.24,8,0.2352941176470588,58068.86830559646,1,0.99896514,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
26,55000,1.0,3200,8.49,0.06,3,0.0581818181818181,27168.0,2,0.035320617,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
26,56945,4.474030827800236,10681,13.910776832722282,0.18389612331120095,5,0.18734901933814627,147696.58344677108,1,0.97639865,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
25,180000,9.0,14400,10.99,0.08,2,0.08,158256.0,2,0.01211546,Low Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,High Risk,High Income,20-25
26,46000,4.0,9000,7.14,0.2,3,0.1956521739130435,64260.0,2,0.07248326,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Upper Middle Income,20-25
32,34000,5.921037980115603,9154,13.836857668468372,0.2688534357853014,8,0.2692393362180016,125156.20336334004,0,0.9997844,High Risk,OTHER,HOMEIMPROVEMENT,B,N,Default,Low Risk,Middle Income,20-25
22,62322,7.0,10000,10.99,0.16,2,0.1604569814832643,109900.0,1,0.04515595,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
30,57535,9.681072291901074,25000,16.82,0.39875683732424017,4,0.43584184268875753,420500.0,0,0.9994717,High Risk,OTHER,HOMEIMPROVEMENT,E,N,Default,Low Risk,Low Income,20-25
24,29989,3.3141155575309833,3925,14.45049670866158,0.13418820743374646,2,0.13091863944835977,56309.07349281182,1,0.9753162,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Middle Income,20-25
31,35142,4.0,8000,11.11,0.23,6,0.2276478288088327,88880.0,1,0.009571958,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Middle Income,25-30
31,25000,0.0,4800,11.54,0.19,10,0.192,55391.99999999999,1,0.08769064,Low Risk,RENT,MEDICAL,C,Y,No Default,Medium Risk,Middle Income,25-30
26,82000,1.0,5000,13.47,0.06,2,0.0609756097560975,67350.0,1,0.029212106,Low Risk,MORTGAGE,VENTURE,C,Y,No Default,Medium Risk,High Income,20-25
31,143699,0.2257229179487359,13131,21.057637030384605,0.09131671702136762,6,0.09151873131974124,275475.4974100128,0,0.9708265,High Risk,OWN,EDUCATION,F,N,Default,Low Risk,High Income,25-30
23,54259,2.345958738366972,12352,14.696331584023257,0.2265404126163303,4,0.2278482403451226,181238.4103822647,0,0.9987203,High Risk,RENT,PERSONAL,D,N,Default,Low Risk,Middle Income,20-25
24,91000,0.0,1000,7.68,0.01,3,0.0109890109890109,7680.0,2,0.020152563,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,High Income,20-25
23,12588,2.774677505696002,2708,10.45934590859824,0.21324032517088004,3,0.21619963026900618,28179.79285034949,1,0.9997781,High Risk,OWN,MEDICAL,B,N,Default,Medium Risk,Middle Income,20-25
26,102000,5.0,10000,8.59,0.1,2,0.0980392156862745,85900.0,2,0.023308612,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,High Income,20-25
24,75000,5.0,8000,15.37,0.11,3,0.1066666666666666,122960.0,1,0.06899655,Low Risk,RENT,VENTURE,D,Y,No Default,Medium Risk,Low Income,20-25
23,30000,4.0,8000,12.18,0.27,2,0.2666666666666666,97440.0,1,0.30350015,Medium Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Middle Income,20-25
22,50000,1.6785490459809655,16119,14.631323774058785,0.3223806539464129,3,0.3223806539464129,234901.31750693347,0,0.9996468,High Risk,RENT,MEDICAL,C,N,Default,Low Risk,Upper Middle Income,20-25
23,85272,7.0,5000,11.11,0.06,2,0.0586358945492072,55550.0,1,0.024920959,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,High Income,20-25
33,90000,4.0,12000,12.98,0.13,6,0.1333333333333333,155760.0,1,0.051509034,Low Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,No Default,Medium Risk,High Income,25-30
25,77013,9.361634179907071,14000,9.935534632803718,0.1736163417990707,3,0.18185112830051756,139097.48485925203,0,0.6655271,High Risk,MORTGAGE,EDUCATION,B,N,Default,Low Risk,Low Income,20-25
26,81600,10.0,8000,16.29,0.08,3,0.0980392156862745,130320.0,1,0.87677795,High Risk,RENT,MEDICAL,D,Y,Default,Medium Risk,High Income,20-25
27,32055,2.5546806804246334,2500,16.050965292024344,0.08,4,0.0779888177583875,40127.41323006086,1,0.999213,High Risk,RENT,PERSONAL,E,N,Default,Medium Risk,Middle Income,20-25
22,19358,4.0,11292,5.844328338190306,0.5840310966960501,2,0.5848798956525759,65450.18406025063,0,0.99439794,High Risk,OWN,VENTURE,A,N,Default,Low Risk,Middle Income,20-25
24,22044,3.0,4375,16.4,0.2,3,0.1984667029577209,71750.0,1,0.9093492,High Risk,RENT,HOMEIMPROVEMENT,E,Y,Default,Medium Risk,Middle Income,20-25
27,57703,9.629980401178644,23318,11.11735303781731,0.4011124265044199,7,0.40398971021963637,258646.71909802838,0,0.99943656,High Risk,RENT,EDUCATION,B,N,Default,Low Risk,Low Income,20-25
39,47004,12.0,3000,11.49,0.06,13,0.0638243553740107,34470.0,1,0.17569329,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,25-30
22,30000,1.6367878727717948,8000,10.99,0.27,3,0.2666666666666666,87920.0,1,0.9985336,High Risk,OTHER,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
21,113348,1.8944391787197006,15728,13.744957661413553,0.13683317536159104,2,0.13888058537086806,215572.93493701646,0,0.9104086,High Risk,MORTGAGE,EDUCATION,C,Y,Default,Low Risk,High Income,20-25
24,45840,2.0,4800,7.49,0.1,2,0.1047120418848167,35952.0,2,0.055025242,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Upper Middle Income,20-25
35,95142,18.0,12000,14.84,0.13,9,0.1261272624077694,178080.0,1,0.08387919,Low Risk,MORTGAGE,PERSONAL,D,Y,No Default,Medium Risk,High Income,25-30
24,68000,3.0,13500,12.21,0.2,2,0.1985294117647058,164835.0,0,0.105986364,Low Risk,RENT,EDUCATION,B,N,No Default,Low Risk,Low Income,20-25
21,32900,2.0,3000,9.99,0.09,2,0.0911854103343465,29970.0,1,0.37060046,Medium Risk,MORTGAGE,MEDICAL,B,N,No Default,Medium Risk,Middle Income,20-25
24,65636,2.45277517044932,21273,11.35319379261233,0.32273612414775343,4,0.32402067198429924,241060.87629062758,0,0.9998934,High Risk,RENT,EDUCATION,D,N,Default,Low Risk,Low Income,20-25
32,80300,16.29347315801851,23797,14.950074085340784,0.2949637397667695,7,0.2964891673442453,353362.6832572591,0,0.9668746,High Risk,RENT,MEDICAL,D,Y,Default,Low Risk,High Income,20-25
45,47000,4.0,2800,9.62,0.06,11,0.0595744680851063,26936.0,2,0.02106911,Low Risk,RENT,MEDICAL,B,N,No Default,High Risk,Upper Middle Income,30-35
29,36538,2.0,2500,6.62,0.07,7,0.0684219169084241,16550.0,2,0.08736669,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Middle Income,20-25
30,63830,2.0,15000,17.99,0.23,5,0.2349992166692777,269850.0,0,0.62389123,High Risk,MORTGAGE,HOMEIMPROVEMENT,E,N,No Default,Low Risk,Low Income,20-25
24,96500,1.0,14000,17.19,0.15,4,0.1450777202072538,240660.00000000003,1,0.43796134,Medium Risk,MORTGAGE,EDUCATION,E,N,No Default,Medium Risk,High Income,20-25
22,82000,4.0,14000,7.9,0.17,4,0.1707317073170731,110600.0,2,0.0455317,Low Risk,RENT,PERSONAL,A,N,No Default,High Risk,High Income,20-25
29,96000,1.0,11200,5.42,0.12,9,0.1166666666666666,60704.0,2,0.01586878,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
25,107988,2.0060147007901916,25000,15.049864669232221,0.23003007350395097,2,0.23150715956242168,376246.61673080554,0,0.9889454,High Risk,RENT,MEDICAL,D,N,Default,Low Risk,High Income,20-25
27,50269,7.907129716271827,18174,16.37290707816706,0.36442778297630957,5,0.36140388010159935,296456.3693638672,0,0.7705339,High Risk,OWN,PERSONAL,D,N,Default,Low Risk,Upper Middle Income,20-25
23,47000,3.0,4000,10.99,0.09,4,0.0851063829787234,43960.0,1,0.062027287,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Upper Middle Income,20-25
23,42823,5.118015186848474,17176,15.238135899550914,0.4011801518684847,3,0.4018368755737335,260823.45999333716,0,0.9996245,High Risk,RENT,EDUCATION,D,N,Default,Low Risk,Upper Middle Income,20-25
30,31000,3.0,13000,7.88,0.42,8,0.4193548387096774,102440.0,0,0.44854847,Medium Risk,MORTGAGE,EDUCATION,A,N,Default,Low Risk,Middle Income,20-25
21,35000,5.0,13650,7.51,0.39,4,0.39,102511.5,0,0.09975383,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Low Risk,Middle Income,20-25
27,29012,9.762337053780694,1935,12.628045748884247,0.06450059253170656,5,0.06672970545053415,23794.422422487078,1,0.93634397,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Medium Risk,Middle Income,20-25
39,38604,9.0,9500,10.62,0.25,11,0.2460884882395606,100890.0,0,0.094086,Low Risk,RENT,MEDICAL,B,N,No Default,Low Risk,Upper Middle Income,25-30
22,33000,6.0,9000,11.99,0.27,4,0.2727272727272727,107910.0,0,0.4428832,Medium Risk,RENT,EDUCATION,B,N,No Default,Low Risk,Middle Income,20-25
23,95000,7.0,25000,18.78,0.26,4,0.2631578947368421,469500.0,0,0.28826118,Medium Risk,MORTGAGE,PERSONAL,F,N,No Default,Low Risk,High Income,20-25
31,112000,5.0,23000,12.18,0.21,6,0.2053571428571428,280140.0,0,0.05298835,Low Risk,RENT,PERSONAL,B,N,No Default,Low Risk,High Income,25-30
25,10125,4.0,1332,8.477040564422456,0.13745688948403262,4,0.13363636157423978,10471.411835616726,1,0.6669755,High Risk,RENT,MEDICAL,A,N,Default,Medium Risk,Middle Income,20-25
23,57000,7.0,4200,10.51,0.07,3,0.0736842105263157,44142.0,1,0.20012176,Medium Risk,OWN,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
26,160898,5.664341882299609,27639,19.33276450213744,0.16167829058850197,6,0.17192962828947428,528909.4524253884,0,0.9984376,High Risk,RENT,MEDICAL,E,Y,Default,Low Risk,High Income,20-25
27,41471,2.3263719235082903,14130,13.364464339078065,0.34261097538806634,5,0.34066814353171915,188631.22683680576,0,0.9998883,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
27,53400,8.0,4000,9.99,0.07,6,0.0749063670411985,39960.0,2,0.1118103,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,High Risk,Upper Middle Income,20-25
26,30000,4.267905301313306,10000,7.495071621205254,0.33,5,0.3333333333333333,74950.71621205253,0,0.99988794,High Risk,RENT,DEBTCONSOLIDATION,A,N,Default,Low Risk,Middle Income,20-25
24,76922,8.604945815852512,9000,10.99,0.11598763546036872,3,0.1170253420385432,98910.0,1,0.76622957,High Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
26,48913,6.648094085304908,15000,12.197979208203327,0.31,4,0.30667850854666107,182969.68812304988,0,0.9997043,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
27,22006,3.0176649760305354,2004,9.213139592162213,0.09017664976030536,6,0.09069691904524506,17229.563197734922,1,0.71238387,High Risk,RENT,PERSONAL,A,N,Default,Medium Risk,Middle Income,20-25
27,25757,8.0,2000,11.139808914202833,0.07429323009650657,5,0.07748702612495463,21667.320230277553,1,0.7201181,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Medium Risk,Middle Income,20-25
30,139008,2.0,15000,13.47,0.11,6,0.1079074585635359,202050.0,1,0.14395967,Low Risk,MORTGAGE,EDUCATION,C,N,No Default,Medium Risk,High Income,20-25
22,51996,4.0,3500,9.62,0.07,2,0.0673128702207862,33670.0,2,0.04213163,Low Risk,RENT,PERSONAL,B,N,No Default,High Risk,Upper Middle Income,20-25
25,120000,3.0,10000,9.32,0.08,2,0.0833333333333333,93200.0,2,0.02015825,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
22,40000,4.0,10000,14.27,0.25,3,0.25,142700.0,1,0.0451558,Low Risk,RENT,EDUCATION,C,Y,No Default,Medium Risk,Upper Middle Income,20-25
30,20520,0.0,5000,9.99,0.24,5,0.2436647173489278,49950.0,1,0.21607703,Medium Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Middle Income,20-25
37,21600,7.0,3000,12.18,0.14,16,0.1388888888888889,36540.0,1,0.09241946,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Middle Income,25-30
22,29000,4.0,6000,11.46,0.21,3,0.2068965517241379,68760.0,1,0.04195182,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Middle Income,20-25
26,30000,2.0,2000,11.71,0.07,2,0.0666666666666666,23420.0,1,0.40778083,Medium Risk,RENT,EDUCATION,B,N,Default,Medium Risk,Middle Income,20-25
32,95000,13.0,8000,14.84,0.08,9,0.0842105263157894,118720.0,1,0.21101478,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,D,N,No Default,Medium Risk,High Income,25-30
22,39124,6.0,5000,7.74,0.13,4,0.1277987935793886,38700.0,2,0.0020836042,Low Risk,OWN,VENTURE,A,N,No Default,High Risk,Upper Middle Income,20-25
23,114000,7.0,8000,12.68,0.07,3,0.0701754385964912,101440.0,1,0.11798398,Low Risk,MORTGAGE,EDUCATION,C,Y,No Default,Medium Risk,High Income,20-25
27,63000,2.0,4500,9.63,0.07,8,0.0714285714285714,43335.0,2,0.31962073,Medium Risk,OTHER,DEBTCONSOLIDATION,A,N,No Default,High Risk,Low Income,20-25
23,52734,4.020927494109968,8201,15.262346727965312,0.15402092749410998,2,0.15548270945742906,125072.24970561682,1,0.9541182,High Risk,OTHER,MEDICAL,C,N,Default,Medium Risk,Upper Middle Income,20-25
35,62500,2.0,1600,5.42,0.03,5,0.0256,8672.0,2,0.0042044055,Low Risk,OWN,MEDICAL,A,N,No Default,High Risk,Low Income,25-30
30,42000,4.0,14750,10.99,0.35,8,0.3511904761904761,162102.5,0,0.9948887,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
21,44304,5.0,2000,13.85,0.05,4,0.0451426507764535,27700.0,1,0.28965294,Medium Risk,RENT,EDUCATION,C,N,No Default,Medium Risk,Upper Middle Income,20-25
26,27600,0.0,4725,6.54,0.17,2,0.171195652173913,30901.5,2,0.020218136,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
29,68500,4.0,2000,10.99,0.03,9,0.0291970802919708,21980.0,1,0.099525504,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Low Income,20-25
25,50300,3.0,1000,18.39,0.02,3,0.0198807157057654,18390.0,1,0.16827497,Low Risk,MORTGAGE,HOMEIMPROVEMENT,E,Y,No Default,Medium Risk,Upper Middle Income,20-25
26,190300,5.0,15000,10.99,0.08,3,0.0788229111928534,164850.0,2,0.01481708,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,High Income,20-25
22,72000,1.0,5000,11.49,0.07,3,0.0694444444444444,57450.0,1,0.05612698,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Low Income,20-25
29,77436,3.616647323024403,8246,16.54570911337316,0.10308323661512202,7,0.1064023910691845,133761.39744663922,1,0.9992957,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Low Income,20-25
31,62000,2.0,12800,9.62,0.21,7,0.2064516129032258,123136.0,2,0.02805414,Low Risk,RENT,PERSONAL,B,N,No Default,High Risk,Low Income,25-30
29,85000,3.0,7000,6.92,0.08,8,0.0823529411764705,48440.0,2,0.029264979,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,High Income,20-25
23,96000,3.0,12000,10.99,0.13,2,0.125,131880.0,1,0.26389617,Medium Risk,OTHER,EDUCATION,E,Y,No Default,Medium Risk,High Income,20-25
29,40000,9.0,5000,6.99,0.13,9,0.125,34950.0,2,0.0009994817,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Upper Middle Income,20-25
36,95000,18.0,13000,10.65,0.14,11,0.1368421052631579,138450.0,2,0.009845853,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,High Risk,High Income,25-30
31,56400,1.0,7500,11.48,0.13,10,0.1329787234042553,86100.0,1,0.03592278,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Low Income,25-30
24,29971,1.0,6000,15.51740833769763,0.2,3,0.20018927331082367,93104.45002618578,1,0.990377,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
27,53817,4.926684093574173,19960,10.99,0.37,7,0.3708916075480973,219361.39647924935,0,0.9997521,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Upper Middle Income,20-25
34,78000,5.0,18000,8.9,0.23,9,0.2307692307692307,160200.0,0,0.12578349,Low Risk,RENT,EDUCATION,A,N,No Default,Low Risk,Low Income,25-30
24,58800,5.0,5000,7.29,0.09,3,0.0850340136054421,36450.0,2,0.09758322,Low Risk,RENT,HOMEIMPROVEMENT,A,N,No Default,High Risk,Low Income,20-25
43,55000,14.0,10000,6.03,0.18,11,0.1818181818181818,60300.0,2,0.015762338,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,Upper Middle Income,30-35
